Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,62.900001525878906,59.150001525878906,62.0,62.400001525878906,264785.0,27.965669631958008
2000-01-04,63.150001525878906,60.099998474121094,62.0,60.54999923706055,188555.0,27.136558532714844
2000-01-05,60.5,57.5,57.5,58.20000076293945,305858.0,26.083370208740234
2000-01-06,62.0,58.29999923706055,59.75,60.0,442750.0,26.89006233215332
2000-01-07,61.0,58.599998474121094,60.0,59.349998474121094,218315.0,26.5987548828125
2000-01-10,61.04999923706055,59.25,60.400001525878906,59.75,232082.0,26.77802848815918
2000-01-11,60.0,56.099998474121094,60.0,56.650001525878906,327426.0,25.388708114624023
2000-01-12,58.75,57.04999923706055,58.0,58.20000076293945,151986.0,26.083370208740234
2000-01-13,58.900001525878906,56.5,58.5,56.849998474121094,138751.0,25.47833824157715
2000-01-14,57.0,55.099998474121094,56.54999923706055,55.54999923706055,213648.0,24.895715713500977
2000-01-17,57.45000076293945,56.099998474121094,56.5,56.45000076293945,132441.0,25.299070358276367
2000-01-18,56.849998474121094,55.599998474121094,56.0,56.099998474121094,204009.0,25.142208099365234
2000-01-19,58.349998474121094,56.599998474121094,57.0,57.349998474121094,212696.0,25.70241928100586
2000-01-20,58.20000076293945,56.099998474121094,58.04999923706055,56.45000076293945,183999.0,25.299070358276367
2000-01-21,61.0,58.099998474121094,58.099998474121094,61.0,940460.0,27.338228225708008
2000-01-24,64.9000015258789,60.20000076293945,62.900001525878906,60.54999923706055,685911.0,27.136558532714844
2000-01-25,60.900001525878906,58.650001525878906,60.04999923706055,59.25,323223.0,26.553939819335938
2000-01-27,60.79999923706055,58.5,60.79999923706055,58.900001525878906,243476.0,26.39708137512207
2000-01-28,59.04999923706055,57.04999923706055,58.099998474121094,57.29999923706055,211503.0,25.68001365661621
2000-01-31,57.5,55.5,57.0,55.79999923706055,188390.0,25.007762908935547
2000-02-01,56.5,55.25,55.5,55.54999923706055,233902.0,24.895715713500977
2000-02-02,60.0,56.25,57.0,57.95000076293945,425584.0,25.97132682800293
2000-02-03,58.5,56.29999923706055,56.29999923706055,56.70000076293945,179100.0,25.411109924316406
2000-02-04,57.150001525878906,54.099998474121094,57.150001525878906,54.650001525878906,366235.0,24.49237060546875
2000-02-07,55.0,53.75,54.400001525878906,54.0,148726.0,24.201061248779297
2000-02-08,54.25,53.0,53.5,53.099998474121094,282251.0,23.797704696655273
2000-02-09,55.900001525878906,54.25,55.0,54.70000076293945,201954.0,24.5147762298584
2000-02-10,54.79999923706055,53.79999923706055,54.599998474121094,54.0,137306.0,24.201061248779297
2000-02-11,54.70000076293945,52.25,53.04999923706055,52.70000076293945,210686.0,23.618440628051758
2000-02-14,53.5,51.0,53.5,51.29999923706055,157367.0,22.991004943847656
2000-02-15,52.0,49.5,52.0,49.95000076293945,307699.0,22.3859806060791
2000-02-16,51.900001525878906,50.25,50.25,50.95000076293945,131487.0,22.83414649963379
2000-02-17,51.900001525878906,50.5,51.599998474121094,51.599998474121094,129325.0,23.125455856323242
2000-02-18,51.75,50.150001525878906,51.75,50.650001525878906,104372.0,22.69969367980957
2000-02-21,50.400001525878906,49.0,49.349998474121094,49.900001525878906,125518.0,22.36357307434082
2000-02-22,50.400001525878906,49.04999923706055,49.29999923706055,49.45000076293945,238623.0,22.161893844604492
2000-02-23,50.5,45.70000076293945,45.70000076293945,49.20000076293945,138010.0,22.049850463867188
2000-02-24,49.900001525878906,48.0,49.79999923706055,48.150001525878906,108284.0,21.579280853271484
2000-02-25,48.900001525878906,46.95000076293945,48.5,47.099998474121094,118903.0,21.10869598388672
2000-02-28,50.900001525878906,47.0,48.0,50.900001525878906,121209.0,22.811735153198242
2000-02-29,55.0,48.0,52.0,49.650001525878906,334919.0,22.25153160095215
2000-03-01,53.0,47.79999923706055,53.0,50.0,112974.0,22.408388137817383
2000-03-02,50.45000076293945,47.099998474121094,50.45000076293945,47.400001525878906,116412.0,21.243154525756836
2000-03-03,47.0,44.0,46.5,45.25,131922.0,20.27959442138672
2000-03-06,46.900001525878906,45.04999923706055,46.79999923706055,45.45000076293945,178537.0,20.369224548339844
2000-03-07,46.349998474121094,43.5,44.5,43.900001525878906,217075.0,19.67456817626953
2000-03-08,45.0,43.0,43.599998474121094,43.650001525878906,82148.0,19.562524795532227
2000-03-09,44.900001525878906,43.0,44.900001525878906,44.599998474121094,145710.0,19.988283157348633
2000-03-10,45.29999923706055,43.099998474121094,45.29999923706055,43.45000076293945,101501.0,19.47288703918457
2000-03-13,44.0,41.54999923706055,44.0,42.25,115308.0,18.93509292602539
2000-03-14,45.650001525878906,40.04999923706055,41.900001525878906,44.150001525878906,257146.0,19.786603927612305
2000-03-15,46.849998474121094,44.900001525878906,45.0,46.25,179119.0,20.727758407592773
2000-03-16,46.5,43.5,46.45000076293945,43.79999923706055,105127.0,19.62974739074707
2000-03-21,44.0,42.0,42.5,42.20000076293945,183022.0,18.912681579589844
2000-03-22,45.5,43.900001525878906,44.70000076293945,44.349998474121094,127591.0,19.876235961914062
2000-03-23,44.95000076293945,43.0,44.04999923706055,43.849998474121094,69378.0,19.652156829833984
2000-03-24,47.400001525878906,43.150001525878906,44.0,47.099998474121094,142701.0,21.10869598388672
2000-03-27,50.5,46.5,49.900001525878906,47.54999923706055,209261.0,21.31037712097168
2000-03-28,48.0,46.25,46.25,47.75,220587.0,21.400007247924805
2000-03-29,51.599998474121094,48.099998474121094,49.0,51.400001525878906,437764.0,23.03582763671875
2000-03-30,52.900001525878906,49.349998474121094,49.349998474121094,50.400001525878906,344799.0,22.587657928466797
2000-03-31,54.400001525878906,49.099998474121094,50.099998474121094,52.25,463791.0,23.416765213012695
2000-04-03,54.0,52.0,52.099998474121094,53.099998474121094,266243.0,23.797704696655273
2000-04-04,52.54999923706055,48.849998474121094,52.5,49.70000076293945,577100.0,22.273941040039062
2000-04-05,53.70000076293945,50.70000076293945,50.79999923706055,52.20000076293945,275520.0,23.394359588623047
2000-04-06,53.650001525878906,50.45000076293945,53.0,51.95000076293945,138958.0,23.28231430053711
2000-04-07,56.150001525878906,51.599998474121094,53.650001525878906,55.0,540511.0,24.649229049682617
2000-04-10,55.900001525878906,52.849998474121094,55.0,53.70000076293945,436522.0,24.066608428955078
2000-04-11,54.45000076293945,52.650001525878906,53.5,54.20000076293945,275928.0,24.290695190429688
2000-04-12,55.5,53.599998474121094,54.0,54.25,211764.0,24.313106536865234
2000-04-13,55.400001525878906,53.0,54.0,54.349998474121094,243114.0,24.35791778564453
2000-04-17,53.5,51.0,53.0,53.0,272618.0,23.75288963317871
2000-04-18,53.95000076293945,52.5,52.900001525878906,52.95000076293945,488961.0,23.73048210144043
2000-04-19,48.5,44.29999923706055,44.29999923706055,45.95000076293945,260685.0,20.593311309814453
2000-04-20,45.900001525878906,43.599998474121094,45.0,45.29999923706055,171333.0,20.302000045776367
2000-04-24,48.900001525878906,44.099998474121094,48.900001525878906,44.599998474121094,62391.0,19.988283157348633
