Date,"ADANIPORTS.NS
",ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BHARTIARTL.NS,INFRATEL.NS,BPCL.NS,CIPLA.NS,COALINDIA.NS,DRREDDY.NS,EICHERMOT.NS,GAIL.NS,GRASIM.NS,HCLTECH.NS,HDFC.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,BRITANNIA.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,TATAMOTORS.NS,TATASTEEL.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,VEDL.NS,WIPRO.NS,YESBANK.NS,ZEEL.NS
2000-01-03,,,0.9766234755516052,,,,,,0.4549398422241211,69.3876953125,,313.6810607910156,33.78200912475586,1.5233825445175169,,,,5.534743785858153,,18.93448829650879,138.58506774902344,11.60793685913086,,,3.9545917510986333,0.03458670154213905,0.0007770080701448022,,,,5.92686939239502,,,,0.10956845432519913,,16.257415771484375,1.0908442735671997,1.9811679124832156,,13.432802200317385,40.06940841674805,,-0.14066116511821747,,,5.297665848047473e-05,26.76731109619141,,
2000-01-04,,,1.0143312215805054,,,,,,0.4221799969673157,69.76382446289061,,338.7839050292969,35.54545593261719,1.471264123916626,,,,5.658461570739746,,19.65262222290039,136.99357604980472,11.571895599365234,,,4.266075611114502,0.033763058483600616,0.0007812324911355972,,,,6.401423931121826,,,,0.10602635890245438,,17.558916091918945,1.1600136756896973,1.9546020030975344,,12.902939796447756,39.63573455810547,,-0.13316284120082855,,,5.2225383115001016e-05,28.908796310424805,,
2000-01-05,,,0.9879359602928162,,,,,,0.4101579487323761,68.32593536376953,,326.1189270019531,38.41536712646485,1.401417851448059,,,,5.435444355010986,,21.22422409057617,132.11990356445312,11.276673316955565,,,3.9247889518737793,0.03336725011467934,0.0007964230608195066,,,,6.730876445770264,,,,0.1145218461751938,,18.246828079223636,1.112334966659546,1.88599956035614,,13.215896606445312,41.14702224731445,,-0.12503212690353396,,,5.190664160181768e-05,29.379901885986328,,
2000-01-06,,,0.963425874710083,,,,,,0.43334731459617615,64.55506134033203,,345.5647888183594,41.49274444580078,1.4402202367782593,,,,5.4793968200683585,,22.88532638549805,137.42295837402344,12.048848152160645,,,3.610811471939087,0.033214002847671516,0.0008601404842920601,,,,6.857689380645753,,,,0.1125713661313057,,19.012189865112305,1.168521523475647,1.8841596841812132,,13.76438808441162,44.22221755981445,,-0.13506001234054565,,,5.431986573967151e-05,28.811315536499023,,
2000-01-07,,,0.9162918329238892,,,,,,0.4328345358371735,59.39863586425781,,318.01776123046875,44.708438873291016,1.3892250061035156,,,,5.481025218963623,,23.90030670166016,144.91510009765625,13.012724876403807,,,3.321938753128052,0.03376948460936546,0.0009289560839533807,,,,6.489676475524902,,,,0.11074882745742798,,20.316917419433594,1.2235883474349976,1.7334349155426023,,14.867509841918945,45.19468307495117,,-0.1322142630815506,,,5.304495789459906e-05,26.50686836242676,,
2000-01-10,,,0.9445725083351136,,,,,,0.4386459589004517,57.41559219360352,,312.7767639160156,45.2962532043457,1.3814549446105957,,,,5.401259899139403,,22.32762718200684,146.01416015625,13.989639282226562,,,3.4818439483642583,0.03209660574793816,0.001003313809633255,,,,6.500134944915772,,,,0.10754077881574632,,19.92617416381836,1.2065771818161009,1.6538211107254028,,16.041913986206055,47.90179061889648,,-0.13090431690216064,,,5.4183255997486406e-05,26.54277420043945,,
2000-01-11,,,0.8974380493164062,,,,,,0.42480123043060297,53.05193328857422,,300.8597412109375,42.599212646484375,1.326025128364563,,,,5.319867134094238,,21.68042755126953,149.29025268554688,13.093241691589355,,,3.203303098678589,0.03061542846262455,0.0009691527229733764,,,,6.965550422668457,,,,0.10014893859624864,,18.634347915649414,1.1100951433181765,1.627213716506958,,14.759041786193848,44.0776596069336,,-0.12738102674484253,,,5.215707278694026e-05,24.42130279541016,,
2000-01-12,,,0.9012088179588318,,,,,,0.4307260811328888,57.29655838012695,,310.07305908203125,44.22435760498047,1.3648271560668943,,,,5.386609554290772,,21.20240020751953,159.01953125,13.537224769592285,,,3.3097915649414062,0.033067211508750916,0.0009742507245391607,,,,6.409270286560059,,,,0.10379357635974884,,19.486961364746094,1.0957697629928589,1.5298295021057131,,14.889177322387695,43.44683837890625,,-0.13361454010009766,,,5.256686199572869e-05,25.182283401489254,,
2000-01-13,,,0.8898963332176208,,,,,,0.4284466803073883,61.75544357299805,,307.275390625,42.357177734375,1.3714858293533323,,,,5.375213623046875,,21.30062294006348,167.3584747314453,13.517287254333494,,,3.0600152015686035,0.034797392785549164,0.0009648197446949779,,,,6.523667335510254,,,,0.10207360982894896,,20.14253044128418,1.0946497917175293,1.6113386154174805,,14.591713905334473,41.843563079833984,,-0.1344727873802185,,,5.240750397206284e-05,24.37020874023437,,
2000-01-14,,,0.8823550343513489,,,,,,0.4266239702701569,60.97698974609375,,306.4542541503906,43.11787796020508,1.384790062904358,,,,5.386609554290772,,20.60758781433105,162.28060913085938,13.337087631225586,,,3.0817289352416988,0.03537847101688385,0.0009733725455589591,,,,6.785135269165039,,,,0.09978953003883362,,20.42997932434082,1.0709198713302612,1.7040255069732666,,14.814828872680664,41.712100982666016,,-0.13054293394088745,,,5.186112684896216e-05,24.54314613342285,,
