,"ADANIPORTS.NS
",ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BHARTIARTL.NS,INFRATEL.NS,BPCL.NS,CIPLA.NS,COALINDIA.NS,DRREDDY.NS,EICHERMOT.NS,GAIL.NS,GRASIM.NS,HCLTECH.NS,HDFC.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,BRITANNIA.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,TATAMOTORS.NS,TATASTEEL.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,VEDL.NS,WIPRO.NS,YESBANK.NS,ZEEL.NS
HINDUNILVR.NS,0.8939701510378051,0.9750265677412566,0.9368731309791366,0.6717168888662708,0.9495116806390764,0.9642352385837865,0.5026925398169582,0.3291338890220861,0.9213801353306647,0.7937284473229905,0.24065491380542497,0.7627135924738284,0.8879163319632619,0.9076331822628712,0.8948521356998257,0.9447653573467768,0.9690556402555385,0.9888995050147158,0.8475686362791065,0.671893362604649,1.0,0.9798791092531456,0.950325403636488,0.944880671973407,0.9641396955998269,0.9093131975578725,0.8836648452406922,0.9416695274106074,0.9864732476994105,0.8910118605265235,0.868136278860734,0.9327531762883826,0.9591292792535164,0.4843589654898848,0.6539129791703173,0.9059732574645286,0.9109961783730072,0.8844664690395494,0.6818249246960488,0.9748048177193169,0.5627589476366036,0.5538887310740842,0.8990722658274172,0.9834673912125611,0.9238951952338789,0.9353239671476868,0.565503032629042,0.8876397281399439,0.7285501095087767,0.8379075460078973
BRITANNIA.NS,0.9103732507468989,0.9627997165133125,0.9185773191027506,0.7264406808092979,0.9454540961273101,0.9618539442622669,0.46014670974633015,0.49171376723441146,0.9399834171392245,0.7714314003474035,0.33507400565809925,0.724143421182085,0.9261446046012556,0.8953774457541274,0.9035928081044312,0.9311006943110425,0.9475836497259844,0.9762932603967028,0.8388516386842412,0.6621486889381458,0.9798791092531456,1.0,0.9097510693930236,0.9643997087583585,0.9487189736439556,0.9326651899742051,0.8456272515853498,0.9627113341586374,0.9737012248073149,0.8635366374424013,0.8513453178980339,0.9656074508311426,0.9069377469026358,0.4812425378406442,0.5898607782773176,0.930021525302054,0.8850949690890807,0.851888358409472,0.6467235215524229,0.9448107940379059,0.5275900667393818,0.5435364093642121,0.8802060802682703,0.9560354532567856,0.9197100330610217,0.9538778311442987,0.534949189629983,0.8514738210589602,0.7988633830544316,0.8577790257871035
ICICIBANK.NS,0.9318424444118056,0.9614945324738459,0.9775194101351096,0.5880741671512403,0.861653069524604,0.892429711574909,0.6322773940841954,0.4125394875952701,0.9027845114007341,0.876557341712442,0.3678976540139351,0.8517379839797309,0.8642486117029106,0.9165053238619623,0.896365554008632,0.9611210787067622,0.9768905577163721,0.9600731152641453,0.8911330426054727,0.7075522604909351,0.950325403636488,0.9097510693930236,1.0,0.9120119202314263,0.9611828720420331,0.8796417300467229,0.9256238460087827,0.8800287733459153,0.9656187781763931,0.9515118193551597,0.9055999419868775,0.8906553681444754,0.9508209766853425,0.5278723086770365,0.7742644696873981,0.8923837950771237,0.8958888713961336,0.9604749810350782,0.7681518174615108,0.9655646781917983,0.6713586218625222,0.5845336652667286,0.9271795927022277,0.9397649839845361,0.9406643186090304,0.9243126087526946,0.6195356047584399,0.95005413987434,0.7021789194506816,0.8630129723208924
INDUSINDBK.NS,0.9352873314230506,0.9674808767832136,0.935256187493915,0.775234691693875,0.8634257462185821,0.9044693151586177,0.5104931041434322,0.5935284282334798,0.9648262192510548,0.8491925703831588,0.4325292356923335,0.7768944576933429,0.9728204548963472,0.936402762800065,0.966791024444881,0.9513000297142334,0.9615781153289027,0.9683251968932359,0.9277036258550609,0.6928775863202822,0.944880671973407,0.9643997087583585,0.9120119202314263,1.0,0.9413400263639711,0.9697913659447744,0.9149983489062514,0.9594939235734199,0.9596794215900221,0.892553655093899,0.925463236112837,0.9856794596270197,0.8704035899586815,0.522234591589738,0.6735540205663622,0.9555441258647338,0.8380219430874863,0.9079152027148489,0.7245611722220023,0.929358326228848,0.6524891097724561,0.5593004621674399,0.8517178896020041,0.9181846713970384,0.9669165289472396,0.9546801585813519,0.5867936495643016,0.8858696941458525,0.9144496250061519,0.9468388528100601
INFY.NS,0.8961643209488163,0.9795777477999221,0.9779482552037035,0.4771819338496805,0.8762989962008774,0.8998210855710703,0.560213160555839,0.4722711296092952,0.9193191686030897,0.8875936382119287,0.3533617237477721,0.8730572236047933,0.899019304355512,0.9239699387621313,0.8956048471117238,0.9757012187319144,0.9744156157539493,0.9714501331743972,0.8997926974221995,0.6945826923637687,0.9641396955998269,0.9487189736439556,0.9611828720420331,0.9413400263639711,1.0,0.9031485128239,0.9321234673953802,0.9091623549708255,0.9745825140152293,0.9227645882928865,0.9300010417750283,0.9124719674300535,0.9432627827745723,0.49509288648987615,0.7536798083812385,0.8881956292549315,0.8940639497059008,0.9353336074056603,0.8024362594408284,0.9855254509379661,0.6876352201299727,0.5930239257067598,0.9282246997404476,0.9439121010484556,0.9456434422398061,0.9359422976039536,0.6263697078230706,0.9541888587774212,0.7442661630697502,0.8890613617786921
IOC.NS,0.9020304021078149,0.9302918911946151,0.9069408175883518,0.8262440403686196,0.8546441972456585,0.9030558572158728,0.5416440701201145,0.5520461737080286,0.9739690817586756,0.8205425801033787,0.34960902333344895,0.7398807965141337,0.9500269486598658,0.9351067326086264,0.9629777535874612,0.9007536116443742,0.9363551878853581,0.9506597392988116,0.9101616599608162,0.7629267542354758,0.9093131975578725,0.9326651899742051,0.8796417300467229,0.9697913659447744,0.9031485128239,1.0,0.8901513827694173,0.9449314368160412,0.9348738331377534,0.8804201021830286,0.8858208283799995,0.972614831125303,0.8033021830732262,0.5880810578173259,0.7042074344243932,0.9613019694261715,0.8600465339893482,0.8926249823630777,0.6775938994435736,0.8651635504807598,0.6542163650377013,0.6634020408879202,0.7551793572739423,0.8998643549908792,0.9357617708672158,0.9606630480637134,0.6848193078078281,0.8620402224896323,0.9016225437588706,0.9152715112221618
ITC.NS,0.8689944259030546,0.9306403602622865,0.9459231640142536,0.681040848847629,0.7241482071146902,0.778733579978341,0.6286972933035418,0.4113686428509025,0.883226132894704,0.9458852570812729,0.40592701514411883,0.9223975856402303,0.8755727802536609,0.9363601597463291,0.920062328564023,0.9426839508536646,0.9458138554661947,0.9159498105087974,0.9595891431331768,0.730431531287664,0.8836648452406922,0.8456272515853498,0.9256238460087827,0.9149983489062514,0.9321234673953802,0.8901513827694173,1.0,0.8477828099355439,0.9037524931228488,0.9201137902145762,0.9786042728450972,0.8666237809187627,0.8768848662257039,0.5284727133468717,0.8894151760059591,0.857093938962501,0.828736771273544,0.969981277403074,0.8851349146628554,0.9248226305410789,0.8475172921078041,0.6528823390093613,0.8360973057072337,0.8656388657899494,0.9550969301888415,0.8652421502446238,0.7272430038670957,0.9581450065632854,0.8226003940672143,0.9337282043364825
JSWSTEEL.NS,0.875211513749378,0.9232381506702813,0.8818270881675165,0.7486479143483324,0.9047077281625784,0.9357086904685862,0.48362178076156115,0.3617991306536469,0.9106017636885829,0.7499770054470799,0.3062392932479151,0.6421873088227312,0.9004066098625574,0.9426611760303466,0.9361159286109181,0.892355552738012,0.9347889169325246,0.9568712371076269,0.8552727178848164,0.7573074828436605,0.9416695274106074,0.9627113341586374,0.8800287733459153,0.9594939235734199,0.9091623549708255,0.9449314368160412,0.8477828099355439,1.0,0.9442555652964236,0.8818435218794453,0.8596686481473423,0.9645002796045846,0.8469535227435689,0.5757791008210666,0.602380168204858,0.9220491659941241,0.9017530751693109,0.8408297680287072,0.565977351660333,0.9101953830844497,0.47866520862204703,0.6358655991834047,0.8236002251778266,0.9291809127017374,0.9009873894503904,0.9235415695675945,0.5968128414420901,0.8397438813133483,0.8404343172592006,0.8656009291329398
KOTAKBANK.NS,0.924777308715284,0.9838346819193924,0.9612562043272074,0.732075759864898,0.9361382165339901,0.9692253311852694,0.5697561050279679,0.43856875893938435,0.9451303834378748,0.8294120338376343,0.30288267150476644,0.7841499346058438,0.9084455311374414,0.9266721322949396,0.9239166275178942,0.9560451188092776,0.9858139878130765,0.9947100587839361,0.8795914144698109,0.7091937460723758,0.9864732476994105,0.9737012248073149,0.9656187781763931,0.9596794215900221,0.9745825140152293,0.9348738331377534,0.9037524931228488,0.9442555652964236,1.0,0.9260809221286391,0.8920379019749288,0.9470051731850408,0.9542822706867093,0.5434321356737207,0.6885333997680402,0.9432226704366211,0.926556370667595,0.9149989364901566,0.7006329247917642,0.9701090239656333,0.5951354532481681,0.5942245778599138,0.8983987133295211,0.972712428915619,0.9482548068593853,0.9618694553470424,0.5931431323434972,0.9115938162426314,0.7660896525142443,0.8735176200559143
LT.NS,0.9584320884813137,0.9076384784677789,0.9530109157661744,0.6426164435925081,0.779872192348946,0.8887315922686879,0.7530553934628477,0.5315187636886158,0.863295192681286,0.8965172109667587,0.4830009337880447,0.8297929071535696,0.8414622417797828,0.9513060683751363,0.9156815477963623,0.9138083347712997,0.9586795219765373,0.9193449985196743,0.9149489546440773,0.7848676368619221,0.8910118605265235,0.8635366374424013,0.9515118193551597,0.892553655093899,0.9227645882928865,0.8804201021830286,0.9201137902145762,0.8818435218794453,0.9260809221286391,1.0,0.9243969664117102,0.8830459360748047,0.893969491378917,0.7164141785162865,0.8509959261640919,0.9172819050919853,0.9092862937338325,0.9549863895023253,0.7560716311814968,0.916004517833948,0.6870827503644991,0.7301678291160948,0.8752282777824992,0.8869610798452695,0.9176318785604262,0.8918398773631792,0.7652547639594801,0.9436731654406821,0.7649341411295865,0.8773311419033087
M&M.NS,0.8786591020156796,0.916545581054147,0.9434153829022588,0.34827641221231936,0.6953172607393129,0.727499253007523,0.6295532105400449,0.608589512919852,0.8785681228048556,0.9601929677730496,0.6148340204829572,0.9218518235483008,0.8980249949709656,0.9391828788464748,0.9279647711920043,0.9374458147589099,0.9328414745389345,0.9011538511705364,0.970885716149077,0.7451501789999067,0.868136278860734,0.8513453178980339,0.9055999419868775,0.925463236112837,0.9300010417750283,0.8858208283799995,0.9786042728450972,0.8596686481473423,0.8920379019749288,0.9243969664117102,1.0,0.8869316633057788,0.8350449932975182,0.5343259070177958,0.88459127314714,0.8377881309981456,0.8100300348112907,0.9629260555136168,0.8978230172301488,0.9085145650287093,0.8556610380256819,0.6696074643334977,0.8444227330190333,0.845243077558891,0.9456996199949724,0.8533793769914764,0.7388521476576286,0.9516476434001148,0.8699052058016824,0.9545625951107081
MARUTI.NS,0.9340127824878462,0.9423221510807479,0.9041465046831441,0.8088069056196641,0.8730163838302413,0.9115408182592036,0.4980719917610682,0.5871428546825648,0.9628758936996691,0.8140096824255543,0.4154323793895396,0.7021947331653031,0.9655532120147884,0.9266104717613105,0.9660076641620072,0.9230130743945724,0.9431248944112692,0.9558023550607875,0.9007946186467851,0.7196154114450749,0.9327531762883826,0.9656074508311426,0.8906553681444754,0.9856794596270197,0.9124719674300535,0.972614831125303,0.8666237809187627,0.9645002796045846,0.9470051731850408,0.8830459360748047,0.8869316633057788,1.0,0.8178545366829846,0.538963699323733,0.6129445918178256,0.9525520131367373,0.8459790206274173,0.872138121608225,0.6405098439807912,0.89785216528104,0.5684739681557032,0.5730620973220071,0.8313316134317833,0.9066946582539088,0.9398033027774223,0.9517113516969776,0.5687781379479513,0.8539312059307144,0.903700598419374,0.9222703840452521
NESTLEIND.NS,0.8487381323287271,0.947781941547769,0.9200217016761323,0.5855445369228358,0.8980505118936238,0.9109044538655671,0.5609655197925653,0.2161441816448108,0.8365543097113385,0.7419289047130694,0.16543311215238043,0.7162129945913722,0.772047157430525,0.8628740775730077,0.8153775497153436,0.9077246065247405,0.9558475228048635,0.951741577771602,0.794825718680011,0.6807689611966722,0.9591292792535164,0.9069377469026358,0.9508209766853425,0.8704035899586815,0.9432627827745723,0.8033021830732262,0.8768848662257039,0.8469535227435689,0.9542822706867093,0.893969491378917,0.8350449932975182,0.8178545366829846,1.0,0.2399753050872839,0.5579721839244342,0.8383022248091153,0.8968697726282152,0.8764474011120272,0.5642749801684181,0.9607712410738803,0.40376014699708124,0.5489132198658192,0.881260213310779,0.9525636503869479,0.8647537694534799,0.8623835179394083,0.31829300026757595,0.8982074268570127,0.5603696149011222,0.7453635285253086
NTPC.NS,0.390194116299426,0.4925689613378772,0.5473554591347252,0.7606685631426569,0.45054211876682243,0.5364718226484523,0.7599141580563359,0.41474879622571703,0.5142122528796161,0.5062431824617275,0.22661501018158206,0.3814520492552636,0.4656665211402015,0.6725265364838885,0.6114211991219602,0.45461728057286255,0.5875764253761019,0.5393930845251996,0.5799399446773842,0.5906381538429836,0.4843589654898848,0.4812425378406442,0.5278723086770365,0.522234591589738,0.49509288648987615,0.5880810578173259,0.5284727133468717,0.5757791008210666,0.5434321356737207,0.7164141785162865,0.5343259070177958,0.538963699323733,0.2399753050872839,1.0,0.6417150451757503,0.510133837824475,0.6764280075921376,0.5841044851011592,0.3019571644100947,0.47287867612503837,0.31469885252223334,0.7022587130074438,0.23021033386612794,0.5112817987926825,0.527864420366796,0.5233383248533888,0.7942618037210922,0.5158766996848898,0.4934185807423869,0.5093567376617841
ONGC.NS,0.5973321235141364,0.6926140359140063,0.8088506984340424,0.077784555209178,0.4266067032351738,0.2945070923008705,0.7418844383063244,-0.07441693822192459,0.6704220226027496,0.9075114984853889,0.49273639802759295,0.8648053305558296,0.6538163114012838,0.8371298034392867,0.7453485160295141,0.7383836812133333,0.7654744432310789,0.7111116115244914,0.8527676255797491,0.7522094638737632,0.6539129791703173,0.5898607782773176,0.7742644696873981,0.6735540205663622,0.7536798083812385,0.7042074344243932,0.8894151760059591,0.602380168204858,0.6885333997680402,0.8509959261640919,0.88459127314714,0.6129445918178256,0.5579721839244342,0.6417150451757503,1.0,0.4889765425644966,0.7181260703549389,0.8953278283331871,0.8440279312033159,0.6810153482971395,0.8688106633786147,0.7419424534339002,0.5641060562862096,0.6654769407177219,0.7193784584532408,0.6192400795213331,0.8664015001821489,0.8713545340929282,0.5936491282014087,0.7614211996596887
POWERGRID.NS,0.9325577864378709,0.9362972061802469,0.9056877374322689,0.8238042121114812,0.8732801831935931,0.9192104449477037,0.40606481709037395,0.5863738699603758,0.9605579855294134,0.7535670459269568,0.40754670263059073,0.6109912305043157,0.9307585103303512,0.9010417718840854,0.9469165292898061,0.898876306217265,0.945357242379499,0.9443691183746074,0.8810500840345918,0.683101076221284,0.9059732574645286,0.930021525302054,0.8923837950771237,0.9555441258647338,0.8881956292549315,0.9613019694261715,0.857093938962501,0.9220491659941241,0.9432226704366211,0.9172819050919853,0.8377881309981456,0.9525520131367373,0.8383022248091153,0.510133837824475,0.4889765425644966,1.0,0.8146087943317603,0.8788036706471459,0.5085131320040764,0.8761455721198255,0.4355313927916033,0.4430934398750104,0.8309356324926247,0.8774793928575502,0.9488038575618403,0.966062110330151,0.3428237401048242,0.8317269525202441,0.8390847477347072,0.8771909177783772
RELIANCE.NS,0.7756271025549788,0.8673027821620681,0.8801606229152695,0.7340295904944454,0.9017435769142598,0.9599998212250713,0.6905394091334272,0.20683697310775573,0.8301714568921212,0.7620753110423671,0.09253143792705808,0.6743812924496854,0.7591110255318065,0.9058150242712645,0.8462765206762669,0.8238960066327726,0.9146094362292928,0.9245539779301332,0.7632434785737436,0.815686400899568,0.9109961783730072,0.8850949690890807,0.8958888713961336,0.8380219430874863,0.8940639497059008,0.8600465339893482,0.828736771273544,0.9017530751693109,0.926556370667595,0.9092862937338325,0.8100300348112907,0.8459790206274173,0.8968697726282152,0.6764280075921376,0.7181260703549389,0.8146087943317603,1.0,0.8442577414632225,0.5717361409634459,0.8683397276625076,0.4873292726916894,0.7761640805014914,0.765502707754144,0.9236354206023458,0.7982307508458748,0.8644729130541088,0.7129606117701762,0.8646194125596205,0.5945893815815223,0.7309450837055648
SBIN.NS,0.9372131119655558,0.9291100130111448,0.9734034348010389,0.5397628621580384,0.741482371406968,0.7952949992532721,0.6510111738606758,0.6189363373767445,0.8939891769886209,0.9502350559501729,0.5742320350182153,0.9246246053988171,0.879819961150665,0.9394243417532756,0.9107687591517271,0.9453140301671609,0.955032633158882,0.9200093459041726,0.9512621394946791,0.7541503099487045,0.8844664690395494,0.851888358409472,0.9604749810350782,0.9079152027148489,0.9353336074056603,0.8926249823630777,0.969981277403074,0.8408297680287072,0.9149989364901566,0.9549863895023253,0.9629260555136168,0.872138121608225,0.8764474011120272,0.5841044851011592,0.8953278283331871,0.8788036706471459,0.8442577414632225,1.0,0.8749371014616953,0.9184929063559306,0.835146147996695,0.6737893179419968,0.8567711384924593,0.8752362556868998,0.9484796361749658,0.8866220335048197,0.7609014194527134,0.9597111149596905,0.7893345466926671,0.9127632929903129
SUNPHARMA.NS,0.6231149167523921,0.7587694651353052,0.8399893278247458,-0.815105641253276,0.4213241143159172,0.2859721843033843,0.53591860057697,0.4098004912627691,0.7232880798909068,0.9278542560349646,0.6497515067729914,0.9648612567821148,0.7742871502250979,0.7282444066056761,0.7198488379673798,0.8366805873070386,0.7487460423623753,0.709181328176753,0.8433582350962879,0.5096667973604727,0.6818249246960488,0.6467235215524229,0.7681518174615108,0.7245611722220023,0.8024362594408284,0.6775938994435736,0.8851349146628554,0.565977351660333,0.7006329247917642,0.7560716311814968,0.8978230172301488,0.6405098439807912,0.5642749801684181,0.3019571644100947,0.8440279312033159,0.5085131320040764,0.5717361409634459,0.8749371014616953,1.0,0.7229708783255111,0.9393281513738777,0.4548589690784068,0.7002636071165754,0.6319480869678766,0.7794556898923959,0.6611146340317208,0.576070182887774,0.8595539519698483,0.6458498338938808,0.8423111990550809
TCS.NS,0.8963996080041589,0.9735106467593151,0.9597690018659926,0.5447299079677658,0.8913770347810281,0.9059971046905264,0.4383962865623091,0.2997481996347419,0.8845236659371651,0.8447170708591768,0.3082098947072573,0.8154987701763813,0.8644556144819231,0.9137376743304999,0.8747479396398434,0.9713137862175453,0.9724072149001484,0.9704826456712712,0.8708807608337982,0.5947395920540379,0.9748048177193169,0.9448107940379059,0.9655646781917983,0.929358326228848,0.9855254509379661,0.8651635504807598,0.9248226305410789,0.9101953830844497,0.9701090239656333,0.916004517833948,0.9085145650287093,0.89785216528104,0.9607712410738803,0.47287867612503837,0.6810153482971395,0.8761455721198255,0.8683397276625076,0.9184929063559306,0.7229708783255111,1.0,0.5702890890000198,0.4085239174114679,0.9382615219133655,0.9552810570313236,0.9403379172558848,0.9092220631366049,0.47791020644816046,0.9546577632162357,0.7254194249601766,0.8502919730239151
TATAMOTORS.NS,0.5130856536431689,0.6531708935159957,0.7545246122311613,-0.4091052411111954,0.2845476658397291,0.1298864248859,0.5372992489685166,0.28048843458353107,0.6799833529687531,0.8859496929692909,0.5597822876125855,0.8996064828310095,0.7197113999156552,0.6871527858804283,0.6969110126750481,0.7249555743235342,0.6589499536633884,0.6210535099341571,0.8272313257070393,0.5781868594835523,0.5627589476366036,0.5275900667393818,0.6713586218625222,0.6524891097724561,0.6876352201299727,0.6542163650377013,0.8475172921078041,0.47866520862204703,0.5951354532481681,0.6870827503644991,0.8556610380256819,0.5684739681557032,0.40376014699708124,0.31469885252223334,0.8688106633786147,0.4355313927916033,0.4873292726916894,0.835146147996695,0.9393281513738777,0.5702890890000198,1.0,0.5269371417465759,0.5132106957247221,0.5308317895438013,0.7070517078378876,0.5813477165808105,0.6443915948368868,0.7970276328555452,0.6595809327859786,0.8129376656318988
TATASTEEL.NS,0.4488881677698314,0.49864334067240745,0.6293876626549653,0.7381507870789698,0.4671767772616197,0.515959810638163,0.7624778260387365,0.2671583876609765,0.5752596242393971,0.6678587877912673,0.1524357289235243,0.5053717020056601,0.5367664796225016,0.744358620094453,0.6834492113841866,0.48616730711325423,0.6123059064042993,0.6206131135223756,0.6053832935292064,0.9435847020832097,0.5538887310740842,0.5435364093642121,0.5845336652667286,0.5593004621674399,0.5930239257067598,0.6634020408879202,0.6528823390093613,0.6358655991834047,0.5942245778599138,0.7301678291160948,0.6696074643334977,0.5730620973220071,0.5489132198658192,0.7022587130074438,0.7419424534339002,0.4430934398750104,0.7761640805014914,0.6737893179419968,0.4548589690784068,0.4085239174114679,0.5269371417465759,1.0,0.26884785020802787,0.5902576959041048,0.44757778990905145,0.5539401810803011,0.827600707505184,0.691588841336451,0.4827736435785825,0.5634505311574363
TECHM.NS,0.8928076229597717,0.8985985770522745,0.9152472423015339,0.2743530352770491,0.8049795972260073,0.8097347389907298,0.30476825747943503,0.37849126244060816,0.8030923726052067,0.8177922795731779,0.4584225097327317,0.7691747237354696,0.818135338358967,0.8058812720049805,0.7881812172937002,0.9406738225942234,0.8884391232189567,0.8804299623568456,0.7701293519578429,0.5023384910520028,0.8990722658274172,0.8802060802682703,0.9271795927022277,0.8517178896020041,0.9282246997404476,0.7551793572739423,0.8360973057072337,0.8236002251778266,0.8983987133295211,0.8752282777824992,0.8444227330190333,0.8313316134317833,0.881260213310779,0.23021033386612794,0.5641060562862096,0.8309356324926247,0.765502707754144,0.8567711384924593,0.7002636071165754,0.9382615219133655,0.5132106957247221,0.26884785020802787,1.0,0.8593103787304104,0.8765174892698735,0.847967172043939,0.23256118119896274,0.9117468512796739,0.66369190464998,0.8029183685839836
TITAN.NS,0.867807516429925,0.9477586561728211,0.9216492199437765,0.6969445532334141,0.9511565225986172,0.9633551151784717,0.5075320372177735,0.2509452019903397,0.8971625391433812,0.7651781006140672,0.1697207157361213,0.7277069916948277,0.8436759564598248,0.9122153251321122,0.8782841895080028,0.9098646166797201,0.9570266578920622,0.981212464550228,0.8224206703690854,0.703077274657574,0.9834673912125611,0.9560354532567856,0.9397649839845361,0.9181846713970384,0.9439121010484556,0.8998643549908792,0.8656388657899494,0.9291809127017374,0.972712428915619,0.8869610798452695,0.845243077558891,0.9066946582539088,0.9525636503869479,0.5112817987926825,0.6654769407177219,0.8774793928575502,0.9236354206023458,0.8752362556868998,0.6319480869678766,0.9552810570313236,0.5308317895438013,0.5902576959041048,0.8593103787304104,1.0,0.8928149554688667,0.9133685206234088,0.6014129746303175,0.8797458866493819,0.6821814876993327,0.7939849731216998
ULTRACEMCO.NS,0.9364239955130611,0.972008764705458,0.9611538749843781,0.8654683004704693,0.8228445325583303,0.8644598250220628,0.49364137613418707,0.6537321290323655,0.9555251827529311,0.8990322262094336,0.48843827950120683,0.8404807498237349,0.9502560735505245,0.9142394216852178,0.9556609799883243,0.9681045987072809,0.9665726121575653,0.9517786705450978,0.9429121702883951,0.6189808025043866,0.9238951952338789,0.9197100330610217,0.9406643186090304,0.9669165289472396,0.9456434422398061,0.9357617708672158,0.9550969301888415,0.9009873894503904,0.9482548068593853,0.9176318785604262,0.9456996199949724,0.9398033027774223,0.8647537694534799,0.527864420366796,0.7193784584532408,0.9488038575618403,0.7982307508458748,0.9484796361749658,0.7794556898923959,0.9403379172558848,0.7070517078378876,0.44757778990905145,0.8765174892698735,0.8928149554688667,1.0,0.9468062173404622,0.5167267313780274,0.9345576604038706,0.8651260177204666,0.9498703223800985
UPL.NS,0.9299590740794313,0.9571718549928223,0.9416932244786014,0.8075981361589885,0.8993580702794791,0.9267177896020227,0.537040817441289,0.635260945858181,0.9699717048103711,0.8037524847008936,0.4045158550134448,0.7478387079313705,0.9407920621714144,0.8936926658487935,0.9254566409180776,0.9373529014869,0.9495540618862054,0.9603935815973309,0.8762769991489264,0.6920725096540984,0.9353239671476868,0.9538778311442987,0.9243126087526946,0.9546801585813519,0.9359422976039536,0.9606630480637134,0.8652421502446238,0.9235415695675945,0.9618694553470424,0.8918398773631792,0.8533793769914764,0.9517113516969776,0.8623835179394083,0.5233383248533888,0.6192400795213331,0.966062110330151,0.8644729130541088,0.8866220335048197,0.6611146340317208,0.9092220631366049,0.5813477165808105,0.5539401810803011,0.847967172043939,0.9133685206234088,0.9468062173404622,1.0,0.5423314965475998,0.8777529413833163,0.8191964087638355,0.8905495578997542
VEDL.NS,0.34993599187186797,0.5511717678106612,0.6772946906224494,0.6118204735805428,0.410835890458823,0.2535052173899032,0.6724146864656764,0.19594601108334722,0.6036859613965276,0.739431581816284,0.1583589413103247,0.6324134412602753,0.5675603152493207,0.8021417472744514,0.6814221874274922,0.5518399369993081,0.6549742848718207,0.6360954953660501,0.741020704257024,0.8113937797828996,0.565503032629042,0.534949189629983,0.6195356047584399,0.5867936495643016,0.6263697078230706,0.6848193078078281,0.7272430038670957,0.5968128414420901,0.5931431323434972,0.7652547639594801,0.7388521476576286,0.5687781379479513,0.31829300026757595,0.7942618037210922,0.8664015001821489,0.3428237401048242,0.7129606117701762,0.7609014194527134,0.576070182887774,0.47791020644816046,0.6443915948368868,0.827600707505184,0.23256118119896274,0.6014129746303175,0.5167267313780274,0.5423314965475998,1.0,0.7346742338164268,0.5116339570699016,0.6146870057476376
WIPRO.NS,0.8934908094470403,0.9225993265071903,0.9609174654739709,0.4114527746409176,0.7536405568804907,0.8002048914410935,0.6693328130499766,0.5151237311959479,0.8612618617529502,0.9443770913824827,0.39098591786614384,0.9199187136159149,0.8442116539109132,0.9290973212586578,0.8912835904811989,0.949620883777238,0.9481752147749799,0.9142398274315386,0.9274263275735442,0.7696645521310645,0.8876397281399439,0.8514738210589602,0.95005413987434,0.8858696941458525,0.9541888587774212,0.8620402224896323,0.9581450065632854,0.8397438813133483,0.9115938162426314,0.9436731654406821,0.9516476434001148,0.8539312059307144,0.8982074268570127,0.5158766996848898,0.8713545340929282,0.8317269525202441,0.8646194125596205,0.9597111149596905,0.8595539519698483,0.9546577632162357,0.7970276328555452,0.691588841336451,0.9117468512796739,0.8797458866493819,0.9345576604038706,0.8777529413833163,0.7346742338164268,1.0,0.732759268888034,0.8882184868522021
YESBANK.NS,0.8087566790914509,0.7974139128118954,0.7729119234636432,0.3701550352798812,0.6218276761332251,0.6714056435295532,0.3686091058527025,0.6186900480218079,0.865444755722181,0.8026865496995775,0.5353854889365399,0.637818928235568,0.9353013003577832,0.8393029213927765,0.9265974854664879,0.7988237728089197,0.7977620392418963,0.7846322218937924,0.8915538114410732,0.6109461970703265,0.7285501095087767,0.7988633830544316,0.7021789194506816,0.9144496250061519,0.7442661630697502,0.9016225437588706,0.8226003940672143,0.8404343172592006,0.7660896525142443,0.7649341411295865,0.8699052058016824,0.903700598419374,0.5603696149011222,0.4934185807423869,0.5936491282014087,0.8390847477347072,0.5945893815815223,0.7893345466926671,0.6458498338938808,0.7254194249601766,0.6595809327859786,0.4827736435785825,0.66369190464998,0.6821814876993327,0.8651260177204666,0.8191964087638355,0.5116339570699016,0.732759268888034,1.0,0.9406746312681692
ZEEL.NS,0.8736083015894731,0.908249339869423,0.9048127047564316,0.40242625185557174,0.6900293872367418,0.7120851728841515,0.5842481248008959,0.7029150566816404,0.9169763161392429,0.9144933708745111,0.5644893878141654,0.8521887570757062,0.9568681781292696,0.8947002382534902,0.9512895525465065,0.9265276997134063,0.9060530820922025,0.8778369140278034,0.9539590056366314,0.6603523853191123,0.8379075460078973,0.8577790257871035,0.8630129723208924,0.9468388528100601,0.8890613617786921,0.9152715112221618,0.9337282043364825,0.8656009291329398,0.8735176200559143,0.8773311419033087,0.9545625951107081,0.9222703840452521,0.7453635285253086,0.5093567376617841,0.7614211996596887,0.8771909177783772,0.7309450837055648,0.9127632929903129,0.8423111990550809,0.8502919730239151,0.8129376656318988,0.5634505311574363,0.8029183685839836,0.7939849731216998,0.9498703223800985,0.8905495578997542,0.6146870057476376,0.8882184868522021,0.9406746312681692,1.0
